feature,subject,q01,q99,range_width,dominant_freq_hz,periodicity_score,autocorr_similarity,trace_similarity,range_width_z,dominant_freq_z,periodicity_z,autocorr_similarity_z,trace_similarity_z
euler_roll,S005,-31.0630198699662,19.0070266881046,50.0700465580708,0.9609737867705943,0.895543732786706,0.6877170292454625,0.23617231577092684,-4.320710307399473,3.9403335479350243,1.4457128433034132,-9.189962289901137,-0.48457554136782943
euler_pitch,S005,-82.86840471541214,-75.93907858259544,6.929326132816698,1.8205114516042924,0.16181109135747057,0.9777190376393455,0.9209394721050908,-0.348232408585575,0.7629923490145804,-0.74708912500825,-0.6365734234048465,0.678860930832756
euler_yaw,S005,-0.7154753170916635,17.042348866846734,17.757824183938396,0.9075863541722279,0.6338957141004556,0.7825919774950919,0.9771806132299199,-0.2758758038316265,2.0890918324435743,-0.21317905601962328,-3.08557607159775,0.7336497768639902
left_hip_angle,S005,-5.5151,45.6592,51.1743,0.9075863541722279,0.8885254556509384,0.6606754263262092,0.30763254207197066,4.39280963954395,2.0890918324435743,-0.7902267775329185,-7.671028991103259,-0.5492992404075038
right_hip_angle,S005,-3.6255,44.7363,48.3618,0.9075863541722279,0.8802126792890089,0.6655039169612912,0.29321069419017415,0.8525363702970578,2.0890918324435743,-4.297947899540647,-7.416322654096558,-0.48764238402956683
left_torque,S005,-0.0494,0.0476,0.097,4.932998772089051,0.0629807332064434,0.993685741167437,0.3052759347661489,0.14627709080998896,2.3881594028176343,-2.780232330077481,0.9934874036251102,-0.09503840211835306
right_torque,S005,-0.0403,0.0403,0.0806,1.9326250600608619,0.11581904846869699,0.9912296241050339,0.30012474294877506,0.6744997501852777,-0.18887640595875507,2.0540294918369133,-4.18150536018948,-0.6450922716368375
left_thigh_angle,S005,-10.3271,39.8364,50.1635,0.9075863541722279,0.8831615073192053,0.6587507508033341,0.29219879312257013,1.7221759903381946,2.0890918324435743,-0.5214131469641057,-7.665896840172192,-0.45999814167303843
right_thigh_angle,S005,-9.19993,39.0894,48.28933,0.9075863541722279,0.8710369525190259,0.6653519658855322,0.2867368316828119,0.8172663119129945,2.0890918324435743,-1.410616816357012,-7.266326431118017,-0.46740019500975205
deflection_left,S005,-4.834000000000003,-3.6475,1.1865000000000032,0.9609737867705943,0.966780920652836,0.6743780643382978,0.11561426816468527,-1.2409621359993988,2.722854523774442,4.005526360470114,-8.355572560713034,-0.3160976154935946
deflection_right,S005,-2.4170000000000016,-1.2305,1.1865000000000017,0.9609737867705943,0.965203230024855,0.6749220095685773,0.13064056394361354,-1.1871887470433637,2.722854523774442,3.5959577849287343,-8.357796419229654,-0.39337082272329393
asymmetry_hip_diff,S005,-40.7812,41.170130000000015,81.95133000000001,0.9075863541722279,0.9854847900275906,0.6557211669727908,0.296387046796171,0.0696175353397384,2.0890918324435743,2.009974669800879,-7.9301966077945165,-0.21721516207759953
asymmetry_torque_diff,S005,-0.0659,0.0659,0.1318,0.950296300250921,0.11797000226460508,0.9928720402654477,0.2935813429145578,0.7650755461372262,1.5500163766522426,1.607978227143969,0.3785622322761613,-1.5581599074663068
asymmetry_thigh_diff,S005,-40.78127,41.1548,81.93607,0.9075863541722279,0.9854964035719823,0.6557345659856944,0.29645698585163516,0.05480523851678292,2.0890918324435743,2.0076024215032855,-7.930572248054375,-0.21627314373034626
mech_power_left,S005,-6.6627085,6.788328600000013,13.451037100000013,2.7547915220757035,0.08853949792180586,0.9930322697308861,0.27464137421066026,0.8580622388719049,-0.09985455810358496,-0.07999356647223349,0.30574199721571244,0.2190504186200016
mech_power_right,S005,-5.800808750000002,5.740329749999996,11.541138499999999,2.8775826170519463,0.11684245919478525,0.992033302346459,0.2468691868003556,1.0783080424855676,0.08863393734701853,0.7926698759938084,-0.1697927440400314,-0.764271848985665
